"","등록번호","조사기관","조사의뢰자","시작일","종료일"
"1",8491,"넥스트리서치","SBS",2021-12-14,2021-12-15
"2",8468,"PNR·피플네트웍스","뉴데일리",2021-12-10,2021-12-11
"3",8456,"아시아리서치앤컨설팅","스포츠서울",2021-12-07,2021-12-07
